"ACA_Tracking__c","Account_Source_Detail__c","Account_Source_Options__c","Account_Status__c","Account_Type__c","AccountSource","Adoption_Date__c","Banking_Information__c","Benefits_Plan__c","Bill_Rate__c","BillingCity","BillingPostalCode","BillingState","BillingStreet","Business_Structure__c","Check_Date__c","Client_Expectations__c","Client_Legal_Name__c","Client_Prioritieis__c","Close_Date__c","COBRA__c","COI__c","COI_Renewal_Date__c","Company_HQ_State__c","Company_Start_Date__c","Cost_Centers__c","CPEO_Form_8973_Sent_to_IRS__c","CreatedDate","Current_Payroll_PEO_Provider__c","DBA_Name__c","Delivery_Method__c","Description","E_Verify__c","E_Verify_Connector__c","EAP__c","Effective_Date__c","EIN__c","Employee_Data_Import_Received__c","Employee_Types__c","EPLI__c","Exemptions__c","Fax","First_Check_Date__c","First_Pay_Period__c","FMLA__c","Funding_Method__c","History_Required__c","HR_Contact__c","HR_Team__c","HRIS__c","Id","Important_Information__c","Industry","Job_Costing_Requested__c","Master_401k__c","Master_Ancillary__c","Master_Handbook__c","Master_Health__c","Master_Plan_Effective_Date__c","Master_WC__c","NACIS_Code__c","NAIC_Code__c","Name","Number_of_Pay_Periods__c","NumberOfEmployees","Onboarding_Method__c","Operating_Status__c","Ownership","ParentId","Pay_Frequency__c","Pay_Period_1__c","Pay_Period_2__c","Pay_Period_3__c","Pay_Period_4__c","Pay_Period_End__c","Pay_Period_Start__c","Payroll__c","Payroll_Contact__c","Payroll_Personnel__c","Payroll_Platform__c","Period_1_End__c","Period_1_Pay_Date__c","Period_1_Start__c","Period_2_End__c","Period_2_Pay_Date__c","Period_2_Start__c","Period_3_End__c","Period_3_Pay_Date__c","Period_3_Start__c","Period_4_End__c","Period_4_Pay_Date__c","Period_4_Start__c","Phone","Plan_ID__c","Plan_Start_Date__c","Pretty_Contribution__c","Pretty_Eligibility__c","Previous_Payroll_Provider__c","Prior_Payroll_Provider__c","Quarterly_Announcement__c","Rating","Reason_for_leaving__c","Referrer_Name__c","Retirement_Deduction_Codes_Needed__c","Sales_Commitments__c","Scheduled_Termination_Date__c","Semi_Monthly_Pay_Day__c","Semi_Monthly_Pay_Period_1_End__c","Semi_Monthly_Pay_Period_1_Pay_Day__c","Semi_Monthly_Pay_Period_1_Start__c","Semi_Monthly_Pay_Period_2_End__c","Semi_Monthly_Pay_Period_2_Pay_Day__c","Semi_Monthly_Pay_Period_2_Start__c","Semi_Monthly_Pay_Period_Days__c","Service_ACA__c","ShippingCity","ShippingPostalCode","ShippingState","ShippingStreet","Special_Instructions__c","Spending_Plan__c","Stand_Alone_Renewal_Date__c","State_SUTA__c","State_SUTA_Rate__c","States__c","Tax_Exempt_Status__c","Term_Date__c","Term_Notification_Date__c","Term_Reason__c","Term_Reason_Detail__c","Time_Clock_Types__c","TLM__c","Track_Accruals__c","Type","UKG_Short_name__c","Vesting_Schedule__c","Website","Weekly_Pay_Day__c","Weekly_Period_End__c","Weekly_Period_Start__c","Welcome_Call_Completed__c","Welcome_Call_Date__c","Worklio_Client_Number__c","Year_Business_Started__c"
"false","","","Prospect","","PropelHR_Employee","","","","","Gastonia","28056","NC","3700 Country Club Drive","","","","","","","false","","","","","","false","2019-04-22T19:52:17.000Z","","","","","false","false","false","","","false","","false","","","","","false","","","","false","false","0011U00000PsptDQAR","","Recreation","","false","false","false","false","","false","","7997","Gaston Country Club","","91","","","","","","","","","","","","false","","","","","","","","","","","","","","","","(704) 864-3283","","","","","","","false","Warm","","","","","","","","","","","","","","false","","","","","","","","","","","","","","","","","false","false","","","","www.gastoncc.com","","","","false","","",""
"false","","","Prospect","","","","","","","Dunwoody","30338","GA","1643 Mount Vernon Road","","","","","","","false","","","","","","false","2019-04-23T14:32:01.000Z","","Band Of Coders","","","false","false","false","","","false","","false","","","","","false","","","","false","false","0011U00000PuZakQAF","","Communications","","false","false","false","false","","false","","","Band of Coders","","4","","","","","","","","","","","","false","","","","","","","","","","","","","","","","(470) 545-0767","","","","","","Wells Fargo","false","","","","","","","","","","","","","","","false","","","","","","","","","","GA","","","","","","","false","false","","","","http://bandofcoders.com","","","","false","","","5"
"false","","","Prospect","","","","","","","North Charleston","29420","SC","7410 Northside Drive","","","","","","","false","","","SC","","","false","2019-04-23T18:11:03.000Z","","TerrePURE/O.Z. Tyler Distillery","","This was an old quote that I am following up on for the team. I've LM's for Laura Dooley, and she called me back this morning. We did quote them two years ago, but they went with ADP TotalSource PEO. Laura sd their renewal is coming up in the next couple of months, and they would like to take another look at Propel's PEO. They have two locations, North Charleston is the HQ and they have a distilling plant in KY. They have right at 100 EE's, FT & PT, both locations. Bi-weekly. Told Laura we now offer Master Health Plan for our PEO, we're Certified by the IRS, and we're based in Greenville, not NY, CA, FL, India, etc. Laura sd let's get things started. They're meeting with ADP on 4/23 in their KY loc., would like to meet with us later that week. Appointment scheduled for Friday, 4/26 at 9:00 am with Laura Dooley and her team. 

Terressentia Corporation/TerrePURE Kentucky Distillers DBA O.Z. Tyler Distillery 
7410 Northside Drive, Suite 200
North Charleston, SC 29420
843-695-6101
laura.dooley@terressentia.com
www.terressentia.com","false","false","false","","","false","","false","","","","","false","","","","false","false","0011U00000PvDrAQAV","","Food & Beverage","","false","false","false","false","","false","","","Terressentia Corp","","100","","","","","","","","","","","","false","","","","","","","","","","","","","","","","(843) 225-3100","","","","","","In-House","false","","","","","","","","","","","","","","","false","","","","","","","","","","","","","","","","","false","false","","","","http://terressentia.com","","","","false","","",""
"false","","","Prospect","","","","","","","","","","","","","","","","","false","","","","","","false","2019-04-24T16:04:13.000Z","","","","","false","false","false","","","false","","false","","","","","false","","","","false","false","0011U00000Q9CWzQAN","","Environmental","","false","false","false","false","","false","","","Meridian Energy and Environmental OLD","","10","","","","","","","","","","","","false","","","","","","","","","","","","","","","","(843) 793-1504","","","","","","","false","","","","","","","","","","","","","","","false","","","","","","","","","","","","","","","","","false","false","","","","Www.meridianee.com","","","","false","","",""
"false","","","Prospect","","","","","","","Greer","28651","sc","1700 Poplar Drive Ext","","","","","","","false","","","","","","false","2019-04-24T23:25:55.000Z","","","","Cold Call","false","false","false","","","false","","false","","","","","false","","","","false","false","0011U00000Q9ImGQAV","","","","false","false","false","false","","false","","","CST Precision","","10","","","","","","","","","","","","false","","","","","","","","","","","","","","","","","","","","","","","false","","","","","","","","","","","","","","","false","","","","","","","","","","SC","","","","","","","false","false","","","","www.cstpresision.com","","","","false","","",""
"false","","","Prospect","","Self Generated","","","","","","","","","","","","","","","false","","","","","","false","2019-04-24T23:29:47.000Z","","","","","false","false","false","","","false","","false","","","","","false","","","","false","false","0011U00000Q9JOIQA3","","Chemicals","","false","false","false","false","","false","","","Diversified Coatings Systems","","50","","","","","","","","","","","","false","","","","","","","","","","","","","","","","(864) 277-7891","","","","","","","false","","","","","","","","","","","","","","","false","","","","","","","","","","","","","","","","","false","false","","","","www.diversified-coatings.com","","","","false","","",""
"false","","","Prospect","","PropelHR_Employee","","","","","Cowpens","29330","SC","428 Oglesby Lane","","","","","","","false","","","","","","false","2019-04-25T13:35:42.000Z","","","","","false","false","false","","","false","","false","","","","","false","","","","false","false","0011U00000QKsTsQAL","","Manufacturing","","false","false","false","false","","false","","","J.I.T. Manufacturing","","40","","","","","","","","","","","","false","","","","","","","","","","","","","","","","(864) 463-0581","","","","","","","false","Warm","","","","","","","","","","","","","","false","","","","","","","","","","","","","","","","","false","false","","","","www.jitmfg.net","","","","false","","",""
"false","","","Prospect","","Website","","","","","","","","","","","","","","","false","","","","","","false","2019-04-25T13:54:41.000Z","","","","","false","false","false","","","false","","false","","","","","false","","","","false","false","0011U00000QKsbTQAT","","Environmental","","false","false","false","false","","false","","","Meridian Energy and Environmental","","13","","","","","","","","","","","","false","","","","","","","","","","","","","","","","(843) 793-1504","","","","","","","false","","","","","","","","","","","","","","","false","","","","","","","","","","","","","","","","","false","false","","","","www.meridianee.com","","","","false","","",""
"false","","","Prospect","","","","","","","","","","","","","","","","","false","","","","","","false","2019-04-25T14:49:04.000Z","","","","","false","false","false","","","false","","false","","","","","false","","","","false","false","0011U00000QKt5OQAT","","Law Practice","","false","false","false","false","","false","","","J. Torrez Law PC","","10","","","","","","","","","","","","false","","","","","","","","","","","","","","","","(512) 698-7075","","","","","","","false","","","","","","","","","","","","","","","false","","","","","","","","","","TX","","","","","","","false","false","","","","www.torrezlaw.com","","","","false","","",""
"false","","","Prospect","","","","","","","","","","","","","","RDI USA, Inc","","","false","","","","","","false","2019-04-25T15:08:34.000Z","","","","","false","false","false","","","false","","false","","","","","false","","","","false","false","0011U00000QKtKOQA1","","Wholesale","","false","false","false","false","","false","","","RDI USA","","50","","","","","","","","","","","","false","","","","","","","","","","","","","","","","(864) 293-5391","","","","","","PropelHR","false","","","","","","","","","","","","","","","false","","","","","","","","","","CA;SC","","","","","","","false","false","","","","http://www.rdiglobalhospitality.com/","","","","false","","",""
"false","","","Prospect","","","","","","","Greenville","29601","South Carolina","25 Delano Dr","","","","","","","false","","","","","","false","2019-04-25T15:42:00.000Z","","","","","false","false","false","","","false","","false","","","","","false","","","","false","false","0011U00000QKtRjQAL","","Hospitality","","false","false","false","false","","false","","","El Thrifty","","120","","","","","","","","","","","","false","","","","","","","","","","","","","","","","(404) 228-2201","","","","","","","false","","","","","","","","","","","","","","","false","","","","","","","","","","GA;NC;SC","","","","","","","false","false","","","","www.elthrifty.com","","","","false","","",""
"false","","","Prospect","","PropelHR_Employee","","","","","Clover","29710","SC","1451 North Main Street","","","","","","","false","","","","","","false","2019-04-25T16:04:39.000Z","","Spartaco","","","false","false","false","","","false","","false","","","","","false","","","","false","false","0011U00000QKtpSQAT","","Manufacturing","","false","false","false","false","","false","","3423","Jameson","","110","","","","","","","","","","","","false","","","","","","","","","","","","","","","","(803) 222-6400","","","","","","","false","Warm","","","","","","","","","","","","","","false","","","","","","","","","","","","","","","","","false","false","","","","www.spartacogroup.com","","","","false","","",""
"false","","","Prospect","","Self Generated","","","","","Marietta","30060","GA","461 Manget Street Southeast","","","","Girls Inc of Greater Atlanta, Inc.","","","false","","","","","","false","2019-04-25T18:27:40.000Z","","","","","false","false","false","","58-1276804","false","","false","","","","","false","","","","false","false","0011U00000QKuIKQA1","","Non-Profit Organization Management","","false","false","false","false","","false","","","Girls Inc of Atlanta","","25","","","","","","","","","","","","false","","","","","","","","","","","","","","","","(770) 422-0999","","","","","","ADP","false","","","","","","","","","","","","","","","false","","","","","","","","","","GA","","","","","","","false","false","","","","girlsincatl.org","","","","false","","",""
"false","","","Prospect","","PropelHR_Employee","","","","","Aberdeen","28315","NC","10195 North Carolina 211","","","","","","","false","","","","","","false","2019-04-25T18:35:12.000Z","","","","","false","false","false","","","false","","false","","","","","false","","","","false","false","0011U00000QKuJmQAL","","Manufacturing","","false","false","false","false","","false","","","Royal Threads","","180","","","","","","","","","","","","false","","","","","","","","","","","","","","","","(910) 944-1554","","","","","","","false","Warm","","","","","","","","","","","","","","false","","","","","","","","","","","","","","","","","false","false","","","","www.royalthreads.com","","","","false","","",""
"false","","","Prospect","","PropelHR_Employee","","","","","Concord","28027","NC","4600 Roush Place","","","","","","","false","","","","","","false","2019-04-25T19:48:14.000Z","","","","","false","false","false","","","false","","false","","","","","false","","","","false","false","0011U00000QKuimQAD","","Entertainment","","false","false","false","false","","false","","7948","Roush Fenway Racing","","500","","","","","","","","","","","","false","","","","","","","","","","","","","","","","(704) 720-4600","","","","","","","false","Warm","","","","","","","","","","","","","","false","","","","","","","","","","","","","","","","","false","false","","","","www.roushfenway.com","","","","false","","",""
"false","","","Prospect","","Website","","","","","Spartanburg","29393","SC","130 Corporate Drive, Suite M","","","","","","","false","","","","","","false","2019-04-25T19:51:35.000Z","","","","","false","false","false","","","false","","false","","","","","false","","","","false","false","0011U00000QKukJQAT","","Manufacturing","","false","false","false","false","","false","","","Holroyd Precision Rotors","","28","","","","","","","","","","","","false","","","","","","","","","","","","","","","","(864) 586-3000","","","","","","Sage","false","","","Craig Cox","","","","","","","","","","","","false","","","","","","","","","","","","","","","","","false","false","","","","www.hprusa.com","","","","false","","",""
"false","","","Prospect","","","","","","","","","","","","","","","","","false","","","","","","false","2019-04-26T15:09:40.000Z","","","","","false","false","false","","","false","","false","","","","","false","","","","false","false","0011U00000QL0w0QAD","","","","false","false","false","false","","false","","","Talos Systems","","","","","","","","","","","","","","false","","","","","","","","","","","","","","","","","","","","","","","false","","","","","","","","","","","","","","","false","","","","","","","","","","","","","","","","","false","false","","","","","","","","false","","",""
"false","","","Prospect","","","","","","","","","","","","","","","","","false","","","","","","false","2019-04-26T15:17:30.000Z","","","","","false","false","false","","","false","","false","","","","","false","","","","false","false","0011U00000QL0wtQAD","","","","false","false","false","false","","false","","","Trig","","","","","","","","","","","","","","false","","","","","","","","","","","","","","","","","","","","","","","false","","","","","","","","","","","","","","","false","","","","","","","","","","","","","","","","","false","false","","","","","","","","false","","",""
